# Constructed from biom file																								
#OTU ID	19-03-26-R1-N1-A	19-03-26-R1-N1-B	19-03-26-R1-N1-C	19-03-26-R1-N1-D	19-03-26-R1-N2-C	22-01-18-R1-N1-B	22-01-18-R1-N1-C	22-01-18-R1-N1-D	22-01-18-R1-N2-A	22-01-18-R1-N2-B	22-01-18-R1-N2-C	22-01-18-R1-N2-D	22-01-25-R1-N1-A	22-01-25-R1-N1-B	22-01-25-R1-N1-D	22-01-25-R1-N2-A	22-01-25-R1-N2-B	22-01-25-R1-N2-D	22-03-22-R1-N1-B	22-03-22-R1-N1-C	22-03-22-R1-N1-D	22-03-22-R1-N2-B	22-03-22-R1-N2-D	taxonomy
LOWRY-BTS-333	18	62	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Reyranellales; f__Reyranellaceae; g__Reyranella
LOWRY-BTS-334	15	35	18	0	9	0	7	7	0	0	0	0	8	0	0	0	0	0	6	0	0	0	0	d__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Thermomicrobiales; f__JG30-KF-CM45; g__JG30-KF-CM45; s__uncultured_soil
LOWRY-BTS-335	25	33	28	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Parvularculaceae; g__Amphiplicatus; s__uncultured_bacterium
LOWRY-BTS-336	19	41	33	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_sludge
LOWRY-BTS-337	15	31	21	0	15	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	4	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae
LOWRY-BTS-338	22	22	28	0	20	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-339	18	42	9	0	18	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_soil
LOWRY-BTS-340	0	58	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
LOWRY-BTS-341	0	29	15	6	6	0	0	0	11	0	0	8	5	0	9	0	0	5	6	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
LOWRY-BTS-342	0	0	0	0	0	10	4	12	0	0	4	13	6	5	9	0	0	0	0	4	10	9	9	d__Bacteria
LOWRY-BTS-343	5	14	15	0	0	0	0	10	6	0	0	0	0	0	0	0	0	5	4	0	19	0	16	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio
LOWRY-BTS-344	0	40	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter
LOWRY-BTS-345	15	25	0	0	25	0	0	18	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter
LOWRY-BTS-346	0	21	33	0	26	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Subgroup_17; f__Subgroup_17; g__Subgroup_17; s__metagenome
LOWRY-BTS-347	11	32	14	0	34	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__Sumerlaea
LOWRY-BTS-348	0	49	36	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__uncultured_bacterium
LOWRY-BTS-349	19	26	27	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillales_Incertae_Sedis; g__Stella; s__metagenome
LOWRY-BTS-350	0	53	18	0	8	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__metagenome
LOWRY-BTS-351	0	0	26	0	0	0	0	0	0	13	0	0	0	0	19	0	0	23	15	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13; s__metagenome
LOWRY-BTS-352	0	0	0	0	0	0	0	0	0	6	0	24	23	10	8	9	0	10	0	6	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_bacterium
LOWRY-BTS-353	19	27	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae
LOWRY-BTS-354	12	14	30	0	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_Haliangium
LOWRY-BTS-355	12	22	15	0	9	0	0	16	12	0	0	0	0	0	0	0	0	5	0	0	0	4	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-356	24	24	27	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__uncultured_bacterium
LOWRY-BTS-357	12	37	21	0	9	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia
LOWRY-BTS-358	0	23	0	0	0	13	0	0	6	0	8	8	7	0	5	0	0	6	10	6	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17
LOWRY-BTS-359	0	14	0	0	0	0	0	0	7	0	0	8	21	13	0	8	0	9	5	0	0	5	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula
LOWRY-BTS-360	21	22	12	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14
LOWRY-BTS-361	18	31	23	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__uncultured_bacterium
LOWRY-BTS-362	0	5	6	0	0	13	0	11	14	0	6	9	0	0	0	0	0	10	0	0	7	0	6	d__Bacteria; p__RCP2-54; c__RCP2-54; o__RCP2-54; f__RCP2-54; g__RCP2-54; s__uncultured_Desulfuromonadales
LOWRY-BTS-363	12	25	17	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae; g__Aquicella; s__uncultured_bacterium
LOWRY-BTS-364	7	9	20	0	0	0	0	0	13	0	0	0	0	0	0	10	0	0	6	0	12	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
LOWRY-BTS-365	0	31	0	0	10	0	0	14	0	0	0	18	0	0	0	0	0	0	0	0	0	0	13	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__metagenome
LOWRY-BTS-366	0	13	20	0	18	0	0	0	0	0	0	9	8	0	0	0	0	0	18	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-367	0	7	0	7	0	10	0	6	0	0	0	0	15	0	14	0	0	7	13	0	7	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__uncultured; s__uncultured_Flammeovirgaceae
LOWRY-BTS-368	20	22	18	0	0	0	0	0	0	0	0	11	9	0	5	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__IMCC26256; f__IMCC26256; g__IMCC26256; s__uncultured_bacterium
LOWRY-BTS-369	18	31	19	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-370	19	14	6	8	29	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Lineage_IV; f__Lineage_IV; g__Lineage_IV
LOWRY-BTS-371	0	0	0	0	0	0	0	15	3	0	11	13	0	0	0	0	0	0	7	6	16	0	13	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__CCM11a; f__CCM11a; g__CCM11a; s__uncultured_bacterium
LOWRY-BTS-372	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	0	13	0	0	0	10	29	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13
LOWRY-BTS-373	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured
LOWRY-BTS-374	0	14	11	0	16	0	0	11	0	0	0	18	0	0	13	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Azospirillales; f__Azospirillales_Incertae_Sedis; g__Stella; s__metagenome
LOWRY-BTS-375	0	33	30	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-376	0	0	0	0	0	0	0	32	33	0	0	0	0	0	0	0	0	0	0	0	15	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured; s__metagenome
LOWRY-BTS-377	15	20	29	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys; s__metagenome
LOWRY-BTS-378	11	24	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__VHS-B3-70; f__VHS-B3-70; g__VHS-B3-70; s__uncultured_bacterium
LOWRY-BTS-379	6	24	11	0	5	5	0	7	0	0	3	0	8	0	0	0	3	0	0	3	0	0	4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Steroidobacteraceae; g__uncultured; s__Hypsibius_dujardini
LOWRY-BTS-380	0	14	16	0	5	0	0	8	7	6	0	15	8	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_delta
LOWRY-BTS-381	0	0	49	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella
LOWRY-BTS-382	0	0	25	0	0	0	0	0	0	14	0	0	0	0	0	0	0	24	0	0	0	0	16	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae
LOWRY-BTS-383	0	0	0	0	0	14	0	0	11	5	0	11	38	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PLTA13; f__PLTA13; g__PLTA13
LOWRY-BTS-384	0	33	0	0	36	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured; s__metagenome
LOWRY-BTS-385	0	0	0	0	0	7	0	22	0	0	0	0	17	0	0	7	0	14	0	0	0	0	11	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_planctomycete
LOWRY-BTS-386	0	41	0	0	0	0	11	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
LOWRY-BTS-387	0	33	24	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	9	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-388	15	16	11	0	0	15	0	0	0	0	4	9	6	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__Vermiphilaceae; g__Vermiphilaceae; s__uncultured_organism
LOWRY-BTS-389	0	6	0	0	0	10	0	17	7	5	3	10	0	0	0	0	0	0	0	0	10	5	0	d__Bacteria
LOWRY-BTS-390	17	15	24	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__Defluviicoccaceae; g__Defluviicoccus; s__uncultured_bacterium
LOWRY-BTS-391	16	16	17	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
LOWRY-BTS-392	12	31	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j; s__uncultured_bacterium
LOWRY-BTS-393	0	24	25	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas
LOWRY-BTS-394	0	0	0	0	0	11	9	15	0	0	0	0	0	0	0	5	6	8	6	0	0	0	9	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__DEV007; s__uncultured_organism
LOWRY-BTS-395	0	0	0	0	0	0	0	22	0	0	0	27	26	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_bacterium
LOWRY-BTS-396	14	33	20	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
LOWRY-BTS-397	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__OLB14; o__OLB14; f__OLB14; g__OLB14
LOWRY-BTS-398	10	31	8	0	16	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20
LOWRY-BTS-399	6	0	0	0	0	0	6	16	19	0	0	0	0	0	0	0	0	14	0	0	0	0	11	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter
LOWRY-BTS-400	0	38	10	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__uncultured_bacterium
LOWRY-BTS-401	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga
LOWRY-BTS-402	22	17	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Criblamydiaceae; g__Estrella; s__Estrella_lausannensis
LOWRY-BTS-403	8	0	0	6	8	0	0	5	9	6	0	12	9	0	0	0	0	8	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured
LOWRY-BTS-404	5	0	0	0	0	0	0	16	0	5	0	7	8	10	0	0	0	9	11	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium
LOWRY-BTS-405	0	32	13	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__mle1-27; f__mle1-27; g__mle1-27; s__metagenome
LOWRY-BTS-406	0	0	0	0	0	25	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__uncultured; s__metagenome
LOWRY-BTS-407	0	0	0	0	0	4	0	0	15	0	0	0	14	6	0	6	0	14	10	0	0	0	0	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__uncultured_bacterium
LOWRY-BTS-408	13	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__uncultured_Alphaproteobacteria
LOWRY-BTS-409	9	24	18	0	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella
LOWRY-BTS-410	18	16	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-411	0	38	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__metagenome
LOWRY-BTS-412	0	35	0	0	20	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
LOWRY-BTS-413	0	13	0	0	9	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	8	13	15	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__mle1-8; f__mle1-8; g__mle1-8; s__uncultured_organism
LOWRY-BTS-414	0	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas
LOWRY-BTS-415	0	0	0	0	0	0	0	0	15	0	0	6	9	0	0	0	0	8	0	5	0	13	9	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured; s__uncultured_Planctomycetales
LOWRY-BTS-416	7	24	14	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__metagenome
LOWRY-BTS-417	0	22	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
LOWRY-BTS-418	0	22	34	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides
LOWRY-BTS-419	12	13	14	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured
LOWRY-BTS-420	0	0	5	0	0	0	0	0	0	0	0	35	0	0	13	0	0	0	0	0	0	9	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales
LOWRY-BTS-421	42	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium
LOWRY-BTS-422	15	30	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__TRA3-20; g__TRA3-20
LOWRY-BTS-423	11	20	16	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Polyangia; o__Blfdi19; f__Blfdi19; g__Blfdi19
LOWRY-BTS-424	14	29	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured; s__uncultured_proteobacterium
LOWRY-BTS-425	10	17	19	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__Haematococcus_lacustris
LOWRY-BTS-426	0	29	18	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__uncultured
LOWRY-BTS-427	13	23	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia
LOWRY-BTS-428	10	18	12	0	7	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__67-14; g__67-14; s__metagenome
LOWRY-BTS-429	0	23	15	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_Planctomyces
LOWRY-BTS-430	0	0	33	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae
LOWRY-BTS-431	18	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__S085; f__S085; g__S085; s__metagenome
LOWRY-BTS-432	18	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__Gemmata
LOWRY-BTS-433	0	23	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium
LOWRY-BTS-434	0	13	12	3	7	0	0	8	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium
LOWRY-BTS-435	10	19	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria
LOWRY-BTS-436	9	21	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_Archangiaceae
LOWRY-BTS-437	0	28	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium
LOWRY-BTS-438	0	22	21	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Fodinicurvataceae; g__uncultured; s__uncultured_Alphaproteobacteria
LOWRY-BTS-439	0	0	12	5	0	0	0	0	0	0	0	13	16	0	0	0	0	0	0	0	0	0	9	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__uncultured; s__uncultured_bacterium
LOWRY-BTS-440	9	12	10	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__0319-6G20; g__0319-6G20
LOWRY-BTS-441	9	10	16	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-442	9	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__Sericytochromatia; f__Sericytochromatia; g__Sericytochromatia; s__uncultured_prokaryote
LOWRY-BTS-443	0	26	16	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Vampirovibrionales; f__Vampirovibrionaceae; g__Vampirovibrio; s__uncultured_soil
LOWRY-BTS-444	0	19	26	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
LOWRY-BTS-445	0	10	7	0	0	0	0	0	6	4	3	6	9	0	4	0	0	0	4	0	0	0	0	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__EV818SWSAP88; f__EV818SWSAP88; g__EV818SWSAP88; s__uncultured_gamma
